Sno,Entity,Code,Year,Fertilizer Usage (kg/ha),Irrigated Land (%),Total Crop Yield (tons),Greenhouse Area (ha)
1942,Germany,GER,2008,23.04,44.12,111603,2.21
1943,Mexico,MEX,1985,2.44,47.83,23552,0.21
1944,Kenya,KEN,2016,29.06,17.13,129147,2.96
1945,Japan,JPN,1980,0.0,5.28,0,0.0
1946,Peru,PER,1980,0.0,9.42,0,0.0
1947,Oman,OMN,2006,13.98,25.02,62392,0.34
1948,Brazil,BRA,2000,10.33,39.66,63441,1.19
1949,Canada,CAN,1995,12.1,7.51,38010,1.46
1950,Germany,GER,2019,32.74,32.99,39222,3.83
1951,Turkey,TUR,2005,14.98,16.18,98177,0.88
1952,Canada,CAN,1995,3.93,17.06,60103,0.75
1953,Kenya,KEN,2007,14.07,33.1,107673,0.42
1954,Germany,GER,1980,0.0,23.35,0,0.0
1955,Japan,JPN,2015,27.22,40.6,108120,2.14
1956,Spain,ESP,1989,7.47,7.8,21959,0.4
1957,Mexico,MEX,1996,2.07,39.5,17026,0.32
1958,Germany,GER,2002,11.46,3.21,71495,2.09
1959,Peru,PER,1986,4.09,9.7,8970,0.35
1960,United Kingdom,UK,1986,5.08,32.81,7920,0.21
1961,Denmark,DNK,1994,2.02,42.75,56307,0.58
1962,France,FRA,2013,28.62,12.63,34254,1.13
1963,Kenya,KEN,1983,1.78,16.36,14508,0.19
1964,Germany,GER,1993,3.61,26.86,39793,1.22
1965,Oman,OMN,1993,5.01,10.58,64116,1.13
1966,Peru,PER,1995,5.31,40.56,18479,0.77
1967,Denmark,DNK,1986,3.47,38.68,20004,0.51
1968,India,IND,2011,4.54,7.26,74316,1.49
1969,Egypt,EGY,1998,4.37,23.19,78730,0.59
1970,Argentina,ARG,1981,0.83,38.74,2444,0.1
1971,Denmark,DNK,1989,1.97,16.87,18377,0.34
1972,Canada,CAN,1996,4.96,31.66,70883,0.63
1973,Japan,JPN,2016,18.29,2.51,89950,3.57
1974,India,IND,1991,6.22,30.43,11740,0.24
1975,Argentina,ARG,1985,3.94,7.63,12805,0.39
1976,France,FRA,2001,10.55,41.53,75979,1.98
1977,Japan,JPN,2011,25.14,17.77,62540,1.74
1978,Germany,GER,2020,26.26,14.08,109118,0.41
1979,Denmark,DNK,1999,3.83,42.04,23310,0.83
1980,Oman,OMN,1980,0.0,2.51,0,0.0
1981,Spain,ESP,1985,2.47,19.83,20125,0.24
1982,Brazil,BRA,1998,8.23,18.5,47758,1.46
1983,Egypt,EGY,1997,13.08,14.24,45575,0.84
1984,Nigeria,NGR,1985,3.11,45.59,6765,0.24
1985,India,IND,2012,14.38,37.55,57848,1.92
1986,France,FRA,2002,5.58,3.2,35611,1.37
1987,India,IND,2002,6.69,35.73,64388,1.92
1988,Turkey,TUR,2005,15.45,26.36,77925,0.94
1989,Canada,CAN,1992,5.77,45.04,57549,1.01
1990,Nigeria,NGR,1986,3.38,15.65,7757,0.37
1991,Canada,CAN,1994,3.55,28.71,47592,0.52
1992,France,FRA,2006,18.11,25.04,80755,0.95
1993,Brazil,BRA,2005,21.68,24.48,76623,1.06
1994,Nigeria,NGR,2012,10.63,22.81,143764,2.11
1995,Brazil,BRA,1994,7.59,10.28,25510,0.43
1996,France,FRA,2015,34.23,37.79,40708,3.25
1997,Spain,ESP,2006,10.4,22.57,95916,1.61
1998,Canada,CAN,1984,2.54,47.93,9522,0.37
1999,Brazil,BRA,1981,0.18,13.04,1070,0.01
2000,United States,USA,2012,20.65,34.14,64175,1.31
2001,India,IND,1995,2.71,47.04,33559,0.18
2002,Nigeria,NGR,2002,21.19,33.17,76281,0.76
2003,Denmark,DNK,2017,27.53,43.56,62542,3.24
2004,Egypt,EGY,1995,12.14,41.37,39783,0.2
2005,Oman,OMN,1993,9.54,18.01,38088,0.64
2006,Qatar,QAT,2008,17.66,30.01,79434,0.58
2007,Russia,RUS,2005,12.62,7.81,122394,1.19
2008,Kenya,KEN,2014,29.67,26.78,40188,2.91
2009,Russia,RUS,1994,13.46,11.52,67254,0.93
2010,Nigeria,NGR,1982,1.1,37.19,6655,0.15
2011,Spain,ESP,2002,20.64,26.4,92024,0.91
2012,Russia,RUS,2008,17.5,20.56,76203,2.66
2013,Nigeria,NGR,2013,19.29,13.44,92906,2.44
2014,India,IND,2012,16.29,49.93,144553,1.53
2015,United States,USA,2020,11.53,3.59,183349,1.94
2016,Canada,CAN,2020,4.13,2.18,78190,3.71
2017,Russia,RUS,2002,6.98,10.86,39533,1.36
2018,Oman,OMN,1986,3.35,48.55,17909,0.44
2019,United Kingdom,UK,1982,0.88,48.96,9202,0.1
2020,India,IND,2011,15.61,32.75,70972,0.93
2021,Egypt,EGY,2010,29.48,44.01,108241,2.25
2022,United States,USA,1997,7.06,10.7,65154,1.1
2023,India,IND,1986,3.04,48.6,24688,0.33
2024,Nigeria,NGR,2020,8.81,7.14,130227,2.65
2025,Argentina,ARG,1980,0.0,5.06,0,0.0
2026,United States,USA,1993,10.37,5.61,63284,1.06
2027,France,FRA,2011,19.02,28.66,106805,2.96
2028,Turkey,TUR,1985,3.92,39.05,19571,0.45
2029,India,IND,2018,8.93,18.33,90437,1.48
2030,Germany,GER,1989,5.53,48.89,33118,0.42
2031,Argentina,ARG,1986,1.97,21.72,12187,0.5
2032,Russia,RUS,2005,7.63,7.52,49509,1.59
2033,Nigeria,NGR,2013,3.64,23.3,127343,1.96
2034,France,FRA,2009,6.3,33.95,89481,2.71
2035,United States,USA,2015,13.24,41.61,130658,2.04
2036,Brazil,BRA,2000,4.1,22.94,41555,1.13
2037,Peru,PER,1996,15.8,29.68,54318,0.22
2038,Denmark,DNK,2012,12.09,13.37,88823,0.52
2039,Argentina,ARG,1989,1.96,32.3,30490,0.1
2040,Turkey,TUR,1991,3.07,49.3,23798,1.01
2041,Oman,OMN,1995,9.43,2.45,57927,0.7
2042,Brazil,BRA,2020,6.31,44.33,168948,2.09
2043,Japan,JPN,2011,27.16,28.11,63229,2.67
2044,Brazil,BRA,1994,13.51,12.6,30834,0.91
2045,Japan,JPN,2006,8.37,47.74,94760,1.69
2046,Argentina,ARG,2007,13.64,24.17,102123,0.99
2047,Mexico,MEX,1996,1.92,16.58,61062,1.36
2048,Canada,CAN,1981,0.68,9.07,3730,0.02
2049,United States,USA,2015,16.54,12.22,89993,0.52
2050,Denmark,DNK,1986,2.06,41.64,15476,0.16
2051,Turkey,TUR,1992,3.43,30.72,24231,0.41
2052,France,FRA,1994,9.64,45.66,22782,0.5
2053,Canada,CAN,2004,11.39,11.6,90487,1.69
2054,Mexico,MEX,2002,5.76,6.06,30200,0.65
2055,Qatar,QAT,2001,15.12,0.3,99774,1.49
2056,Egypt,EGY,2005,15.21,25.39,107668,0.46
2057,United States,USA,2012,27.93,49.92,141760,0.74
2058,Kenya,KEN,1990,2.06,34.75,46266,0.56
2059,Nigeria,NGR,1989,7.26,15.42,23709,0.84
2060,Qatar,QAT,2004,16.95,43.84,105283,2.1
2061,Spain,ESP,2016,7.33,39.09,58760,3.5
2062,Kenya,KEN,2017,26.84,0.77,40202,2.54
2063,France,FRA,2020,19.9,40.84,165582,2.83
2064,Turkey,TUR,2003,21.86,15.03,29881,1.52
2065,Oman,OMN,2019,8.87,7.48,193209,2.58
2066,Canada,CAN,2012,21.71,11.32,118373,0.74
2067,Kenya,KEN,1996,7.1,23.43,64220,0.94
2068,Peru,PER,2003,22.11,21.24,45613,1.03
2069,France,FRA,2016,14.29,14.44,133036,1.79
2070,Canada,CAN,1981,0.97,8.61,1172,0.06
2071,Russia,RUS,2011,28.25,38.11,134890,0.67
2072,Germany,GER,2003,7.9,49.51,38605,0.97
2073,United States,USA,1988,6.59,38.89,30315,0.13
2074,Peru,PER,1983,2.99,14.8,5693,0.29
2075,Japan,JPN,1996,5.24,12.24,20381,0.33
2076,Qatar,QAT,1996,7.89,10.88,46815,0.53
2077,Canada,CAN,2009,16.48,6.83,48637,2.62
2078,Brazil,BRA,2019,14.25,27.57,152793,2.08
2079,Brazil,BRA,1990,1.14,30.27,19502,0.22
2080,Canada,CAN,2000,5.96,35.28,47397,0.89
2081,Turkey,TUR,2000,7.07,34.01,65395,0.41
2082,Peru,PER,1997,8.49,14.62,36377,0.48
2083,United States,USA,2008,7.11,16.52,70334,0.41
2084,Turkey,TUR,2003,20.38,34.08,98037,1.14
2085,Kenya,KEN,1989,6.61,17.47,15451,0.74
2086,Brazil,BRA,1996,2.83,10.63,21260,1.0
2087,Argentina,ARG,1997,11.65,18.72,39328,1.1
2088,Denmark,DNK,1999,13.08,13.6,51252,0.53
2089,Peru,PER,2016,34.58,4.42,114142,1.47
2090,Argentina,ARG,1997,1.75,41.51,42324,1.46
2091,Peru,PER,1996,5.17,42.66,66554,0.29
2092,Russia,RUS,1988,7.48,10.99,9258,0.7
2093,Peru,PER,1993,12.21,3.24,35451,0.7
2094,United States,USA,2008,20.96,36.94,70812,2.39
2095,Canada,CAN,2010,23.68,10.58,107709,1.16
2096,Canada,CAN,1983,0.55,19.67,14595,0.12
2097,Japan,JPN,1997,9.56,3.21,51705,1.32
2098,France,FRA,1999,5.86,11.31,94002,1.53
2099,Oman,OMN,1988,2.1,39.65,17671,0.25
2100,Brazil,BRA,1992,9.95,40.22,13481,1.17
2101,India,IND,1994,3.1,10.35,23277,0.25
2102,Brazil,BRA,2006,13.57,16.8,67092,0.42
2103,Denmark,DNK,1994,13.23,6.71,31714,0.89
2104,Qatar,QAT,2007,7.22,3.71,37481,2.03
2105,Denmark,DNK,2016,35.29,49.61,98303,3.47
2106,Oman,OMN,1998,17.91,32.78,42344,0.84
2107,Nigeria,NGR,2005,15.0,27.1,37261,0.31
2108,Oman,OMN,2005,6.33,38.27,54611,1.61
2109,Peru,PER,2004,9.23,42.0,109097,0.87
2110,United States,USA,2005,12.05,40.34,55204,1.22
2111,Turkey,TUR,2005,9.46,0.83,96395,1.35
2112,France,FRA,2007,9.52,9.34,93101,0.43
2113,Mexico,MEX,1997,16.58,32.75,46048,0.91
2114,Brazil,BRA,2011,7.38,18.79,60639,1.5
2115,United Kingdom,UK,1982,1.52,49.12,4952,0.15
2116,United Kingdom,UK,1981,0.1,33.27,3368,0.07
2117,Egypt,EGY,2012,20.37,47.83,76896,0.85
2118,United Kingdom,UK,1998,16.64,10.07,33472,0.51
2119,Brazil,BRA,1996,5.75,43.2,23453,0.52
2120,Kenya,KEN,2012,8.54,16.07,144610,0.84
2121,Brazil,BRA,1991,7.55,49.48,30373,0.76
2122,Mexico,MEX,1982,1.48,7.88,7001,0.2
2123,Turkey,TUR,2005,17.98,25.82,74041,1.72
2124,Qatar,QAT,2014,13.17,39.64,152669,2.2
2125,Japan,JPN,1987,2.29,21.63,22314,0.33
2126,United Kingdom,UK,2015,33.61,23.4,102309,1.33
2127,Japan,JPN,1986,5.59,49.32,28190,0.55
2128,Canada,CAN,2015,17.91,21.27,135756,3.4
2129,Japan,JPN,1995,12.92,30.2,21692,0.82
2130,Peru,PER,2003,11.66,2.73,39348,0.83
2131,United Kingdom,UK,1980,0.0,42.11,0,0.0
2132,Germany,GER,2004,5.79,32.41,104241,0.53
2133,Russia,RUS,1989,4.35,20.2,28626,0.71
2134,Russia,RUS,1995,8.76,0.81,48267,1.26
2135,Argentina,ARG,1995,1.8,29.58,52915,0.32
2136,Denmark,DNK,1987,3.5,0.63,19295,0.69
2137,Denmark,DNK,2008,22.49,0.06,104182,2.76
2138,Germany,GER,2018,27.06,30.8,54489,3.58
2139,India,IND,2007,18.13,9.45,130818,1.48
2140,Spain,ESP,1985,4.59,9.59,20003,0.16
2141,Egypt,EGY,1995,1.74,32.66,52870,0.94
2142,Germany,GER,1999,11.43,2.68,43040,0.91
2143,United States,USA,1995,12.13,15.67,24657,0.43
2144,United States,USA,1986,3.52,7.47,15824,0.29
2145,Denmark,DNK,2020,15.66,29.01,145852,2.79
2146,France,FRA,1993,2.89,33.09,45952,0.21
2147,Germany,GER,2005,22.47,36.06,63264,1.0
2148,Turkey,TUR,2005,13.09,12.76,86328,0.29
2149,Egypt,EGY,1993,11.57,4.46,55314,1.01
2150,United States,USA,1986,3.76,3.93,6630,0.41
2151,Canada,CAN,2012,22.62,21.31,89679,0.5
2152,Germany,GER,2005,20.6,47.29,100855,2.42
2153,Peru,PER,1999,13.17,10.89,60506,0.23
2154,Germany,GER,1982,0.92,12.84,7211,0.13
2155,Egypt,EGY,1983,1.69,5.04,9200,0.24
2156,Egypt,EGY,2005,20.57,30.28,124187,2.02
2157,Brazil,BRA,1990,4.36,33.99,12184,0.13
2158,France,FRA,1981,0.45,32.15,2964,0.09
2159,Qatar,QAT,1993,2.42,43.06,17753,1.2
2160,Kenya,KEN,2009,26.77,24.32,47535,1.76
2161,Germany,GER,1991,2.0,6.72,27853,0.59
2162,Egypt,EGY,2005,17.08,14.47,40554,0.35
2163,Argentina,ARG,2012,15.1,33.12,155351,1.94
2164,Oman,OMN,1992,5.58,30.66,57445,0.56
2165,Turkey,TUR,1993,9.25,26.55,30477,1.03
2166,Oman,OMN,2003,3.69,34.15,81856,1.07
2167,Turkey,TUR,2013,20.93,31.87,103455,2.36
2168,Egypt,EGY,2005,19.87,44.07,106558,0.48
2169,Oman,OMN,2000,16.91,29.3,70195,0.44
2170,Denmark,DNK,2007,6.84,38.93,27027,0.61
2171,Spain,ESP,2015,31.77,12.44,141844,0.49
2172,Canada,CAN,2019,26.93,33.91,155508,2.29
2173,Spain,ESP,1981,0.89,45.11,3038,0.08
2174,Mexico,MEX,1988,4.29,19.29,36893,0.52
2175,United States,USA,2002,12.93,38.96,101943,1.36
2176,Denmark,DNK,1994,12.98,36.24,43339,1.0
2177,Brazil,BRA,1992,10.92,2.98,41183,0.49
2178,United States,USA,2002,11.07,29.08,109693,0.94
2179,Russia,RUS,1996,5.55,6.51,35124,0.61
2180,Turkey,TUR,1981,0.45,48.37,2298,0.07
2181,India,IND,1999,8.53,40.57,32890,0.47
2182,Canada,CAN,1999,6.81,5.49,87085,0.21
2183,Japan,JPN,1982,0.68,6.09,7955,0.13
2184,United States,USA,1991,9.62,29.72,15648,1.04
2185,France,FRA,2019,6.35,17.24,192155,2.53
2186,Kenya,KEN,1981,0.71,1.75,3923,0.08
2187,Kenya,KEN,2015,8.94,27.08,154073,2.47
2188,Oman,OMN,1993,5.33,19.39,15503,0.71
2189,Spain,ESP,1995,2.33,5.05,45297,1.12
2190,Japan,JPN,1998,6.17,40.1,68299,1.52
2191,Spain,ESP,2013,26.12,45.75,104668,1.0
2192,Japan,JPN,1985,4.48,37.83,18332,0.2
2193,Japan,JPN,1992,3.59,41.12,51257,0.36
2194,Argentina,ARG,2015,18.1,10.82,87407,1.77
2195,Brazil,BRA,2001,10.99,13.18,92288,1.88
2196,Russia,RUS,1997,15.07,10.43,28078,0.7
2197,Argentina,ARG,1991,8.65,38.25,22918,0.48
2198,Kenya,KEN,2009,16.29,47.4,34028,2.54
2199,Turkey,TUR,2019,27.44,35.84,95850,2.2
2200,India,IND,1986,5.18,44.07,15117,0.35
2201,Mexico,MEX,2011,3.37,31.93,130853,2.71
2202,Brazil,BRA,1998,8.33,19.38,65025,0.97
2203,India,IND,1985,4.58,21.29,13734,0.36
2204,India,IND,1999,14.56,3.77,68560,0.34
2205,Spain,ESP,2006,15.3,1.57,31489,0.68
2206,Qatar,QAT,2016,20.76,34.77,61959,1.67
2207,Spain,ESP,1986,2.48,21.92,21046,0.33
2208,Oman,OMN,1984,2.27,27.61,14261,0.39
2209,United Kingdom,UK,1990,6.9,27.88,40965,0.97
2210,Egypt,EGY,1994,6.67,13.87,36567,1.21
2211,Nigeria,NGR,1982,1.49,23.79,7780,0.08
2212,Argentina,ARG,1984,3.5,23.54,14943,0.39
2213,Egypt,EGY,2002,5.26,19.42,106778,1.58
2214,India,IND,2016,18.23,41.03,66978,1.63
2215,Oman,OMN,1988,3.74,22.56,25653,0.59
2216,India,IND,1994,10.06,30.18,47698,0.16
2217,Mexico,MEX,1982,0.65,44.78,9989,0.05
2218,Argentina,ARG,2008,18.93,43.31,50532,2.37
2219,Oman,OMN,1985,4.45,44.52,15464,0.34
2220,United Kingdom,UK,1996,7.62,13.5,38155,0.68
2221,Canada,CAN,2005,23.0,1.75,77589,1.38
2222,Spain,ESP,2000,19.88,13.05,38570,1.83
2223,Egypt,EGY,1987,1.37,13.94,8333,0.47
2224,United States,USA,2000,6.19,45.47,65805,0.92
2225,India,IND,1990,9.55,32.46,23434,0.21
2226,Peru,PER,2017,35.61,4.09,63927,1.35
2227,Denmark,DNK,1987,1.32,6.77,16070,0.69
2228,Mexico,MEX,2003,2.61,7.78,27533,1.14
2229,United States,USA,2014,8.33,31.52,163260,1.78
2230,Qatar,QAT,1993,12.95,36.77,43219,0.71
2231,United Kingdom,UK,1993,3.41,42.98,55367,1.16
2232,Germany,GER,1989,4.97,47.03,24232,0.58
2233,United Kingdom,UK,1991,9.5,10.09,50745,0.8
2234,United Kingdom,UK,2017,4.38,15.49,108531,1.67
2235,Mexico,MEX,2013,21.25,12.02,108760,0.42
2236,Egypt,EGY,2020,13.97,17.94,118687,3.75
2237,Egypt,EGY,1989,7.88,45.73,35398,0.86
2238,India,IND,1996,5.68,28.76,52265,1.53
2239,Kenya,KEN,1996,11.49,36.91,33382,1.52
2240,France,FRA,1982,1.41,24.51,3164,0.17
2241,Qatar,QAT,2010,8.98,1.44,102734,2.15
2242,Russia,RUS,1980,0.0,3.21,0,0.0
2243,Spain,ESP,1991,5.15,26.9,15222,0.7
2244,India,IND,2018,13.69,35.94,98133,0.84
2245,India,IND,1983,2.48,10.77,9177,0.14
2246,Japan,JPN,1992,9.84,36.1,51690,1.17
2247,Brazil,BRA,2013,16.87,40.53,43045,1.37
2248,Qatar,QAT,2000,12.92,20.59,47879,1.76
2249,Turkey,TUR,2001,13.52,37.32,90103,0.39
2250,Canada,CAN,1983,2.53,20.2,10781,0.12
2251,Spain,ESP,1997,8.2,33.92,36717,0.71
2252,Denmark,DNK,1984,1.39,38.2,17525,0.06
2253,Denmark,DNK,1998,6.09,49.6,53517,0.37
2254,Peru,PER,1981,0.58,17.27,2993,0.03
2255,Japan,JPN,1991,5.55,20.55,53969,0.94
2256,Japan,JPN,1996,7.94,8.28,76615,0.25
2257,Turkey,TUR,1989,1.64,10.2,21907,0.33
2258,Kenya,KEN,2013,24.64,34.67,51556,0.36
2259,Denmark,DNK,1985,1.46,45.85,11513,0.36
2260,Nigeria,NGR,1987,1.94,19.73,7853,0.46
2261,India,IND,1990,4.71,8.99,10830,0.68
2262,Brazil,BRA,1991,3.36,14.25,28402,0.48
2263,Oman,OMN,1988,5.0,22.75,38112,0.23
2264,Russia,RUS,1981,0.43,14.53,4485,0.07
2265,Brazil,BRA,1987,3.53,11.68,21320,0.58
2266,Mexico,MEX,1990,5.83,36.8,32609,0.22
2267,Kenya,KEN,2015,9.91,0.39,35830,1.88
2268,Qatar,QAT,1989,2.16,26.96,16758,0.29
2269,Spain,ESP,2000,17.85,39.69,21981,0.5
2270,India,IND,1999,9.32,13.31,76345,1.45
2271,Turkey,TUR,1987,3.3,30.16,11078,0.41
2272,Japan,JPN,2015,4.62,33.45,156666,1.03
2273,India,IND,2008,15.35,32.75,100052,1.06
2274,Peru,PER,1991,6.59,22.29,21094,1.07
2275,Turkey,TUR,1993,7.84,17.33,21201,1.12
2276,United States,USA,2000,14.73,41.8,70209,1.78
2277,United States,USA,2001,5.45,37.92,96670,1.08
2278,Nigeria,NGR,2000,6.54,16.06,77468,1.32
2279,United Kingdom,UK,2009,24.06,5.15,69431,1.27
2280,Peru,PER,2018,36.19,3.59,127282,0.65
2281,Spain,ESP,1999,4.22,4.71,42617,0.88
2282,Canada,CAN,2003,12.6,29.14,114921,1.46
2283,Germany,GER,2002,6.44,2.58,87897,0.79
2284,Spain,ESP,1986,0.92,16.85,20745,0.52
2285,Nigeria,NGR,1988,3.14,37.66,21544,0.19
2286,Japan,JPN,1980,0.0,14.72,0,0.0
2287,Qatar,QAT,2005,18.47,38.17,59161,0.53
2288,Turkey,TUR,2017,21.47,37.27,41271,1.72
2289,Oman,OMN,2017,8.49,12.29,95473,0.5
2290,India,IND,2001,2.27,36.44,99160,0.73
2291,Peru,PER,1989,7.45,37.39,31546,0.41
2292,India,IND,1985,1.29,19.87,6679,0.27
2293,Peru,PER,1996,10.33,10.52,72639,0.94
2294,Germany,GER,2017,14.92,26.06,76793,1.29
2295,Nigeria,NGR,2003,14.42,46.07,45426,1.31
2296,Mexico,MEX,1989,3.46,31.98,19695,0.5
2297,Mexico,MEX,1987,1.25,8.65,23161,0.27
2298,Oman,OMN,2000,6.01,34.14,63575,1.69
2299,Turkey,TUR,1985,1.35,21.36,14828,0.3
2300,Brazil,BRA,2000,9.7,29.58,77402,0.8
2301,Qatar,QAT,2018,26.31,36.7,86113,3.62
2302,United States,USA,2003,7.76,25.75,94949,1.98
2303,Turkey,TUR,2012,3.55,40.7,54441,3.15
2304,Qatar,QAT,1997,9.64,36.11,70218,1.23
2305,United Kingdom,UK,2007,17.42,30.75,98691,1.19
2306,Nigeria,NGR,2011,29.96,7.54,115717,1.09
2307,Oman,OMN,1991,6.94,41.8,32188,0.77
2308,Mexico,MEX,2006,13.63,46.8,95368,2.56
2309,Egypt,EGY,1989,5.54,6.85,11872,0.6
2310,Argentina,ARG,2011,28.99,24.41,136592,2.77
2311,Canada,CAN,2005,21.14,12.94,30554,0.99
2312,United Kingdom,UK,2004,9.38,37.73,38279,1.12
2313,Germany,GER,1990,3.14,36.08,33071,0.92
2314,Nigeria,NGR,2002,7.4,7.04,87068,1.72
2315,Qatar,QAT,2013,18.28,43.85,43065,3.24
2316,Egypt,EGY,2019,30.02,9.05,182639,3.11
2317,Qatar,QAT,2002,12.16,39.86,107677,1.11
2318,India,IND,2008,4.51,22.85,95866,1.62
2319,Kenya,KEN,2010,22.54,16.41,87749,2.73
2320,Russia,RUS,1986,4.95,7.91,23793,0.36
2321,India,IND,2019,14.06,8.38,90223,1.29
2322,Argentina,ARG,2012,22.33,33.09,95137,1.57
2323,Nigeria,NGR,2000,9.68,27.52,93292,1.13
2324,Egypt,EGY,1981,0.9,6.1,4822,0.02
2325,Canada,CAN,1997,14.63,5.63,80040,1.31
2326,Argentina,ARG,2012,18.33,3.62,65593,0.63
2327,Denmark,DNK,2016,26.0,37.19,69475,1.67
2328,India,IND,2013,29.54,35.59,72291,2.72
2329,Canada,CAN,1999,10.38,2.92,52539,0.99
2330,Kenya,KEN,2014,12.99,28.01,76726,2.92
2331,Brazil,BRA,1997,13.23,4.23,42446,0.69
2332,Mexico,MEX,2003,6.86,45.19,80098,2.21
2333,Kenya,KEN,1987,3.15,45.36,28350,0.2
2334,Peru,PER,2009,25.5,34.91,114324,0.39
2335,Germany,GER,1989,6.77,46.31,38319,0.8
2336,Brazil,BRA,2002,10.2,40.57,24832,1.71
2337,Japan,JPN,1990,2.93,41.43,11909,0.31
2338,Russia,RUS,1981,0.42,28.49,4157,0.1
2339,Oman,OMN,2005,8.89,15.3,78307,1.38
2340,Japan,JPN,2015,9.05,10.89,115939,3.35
2341,United States,USA,2012,24.61,16.36,38731,1.77
2342,Denmark,DNK,1992,3.92,31.42,24255,0.63
2343,Kenya,KEN,2019,19.84,8.63,138583,1.97
2344,Nigeria,NGR,2004,10.73,12.93,106481,0.96
2345,Spain,ESP,1983,2.95,23.4,14003,0.17
2346,Peru,PER,1998,8.14,11.65,54030,0.91
2347,Peru,PER,1997,2.92,29.43,54092,0.23
2348,Brazil,BRA,2016,6.51,46.16,155959,1.2
2349,United States,USA,2009,18.32,37.4,91364,0.85
2350,Mexico,MEX,1998,11.51,33.32,55213,1.59
2351,Russia,RUS,2002,10.49,29.14,101647,1.41
2352,United Kingdom,UK,1995,7.33,24.4,62395,1.18
2353,France,FRA,1980,0.0,9.33,0,0.0
2354,United Kingdom,UK,1991,6.21,44.74,20602,0.75
2355,Egypt,EGY,2003,12.75,12.43,71242,2.26
2356,Denmark,DNK,2013,7.74,4.57,144206,1.26
2357,Qatar,QAT,1987,1.35,37.5,10112,0.19
2358,Denmark,DNK,1997,3.59,8.78,71037,0.79
2359,United States,USA,1984,0.76,18.59,6927,0.21
2360,Kenya,KEN,2005,16.22,1.41,105811,2.26
2361,Canada,CAN,2009,8.03,6.85,99992,1.75
2362,Egypt,EGY,1992,3.92,8.66,21275,0.44
2363,France,FRA,1998,4.61,2.72,52081,1.38
2364,India,IND,2008,26.94,32.83,104373,1.55
2365,Germany,GER,1982,1.74,41.85,7070,0.05
2366,Kenya,KEN,2005,7.69,18.67,67724,1.55
2367,France,FRA,2019,15.4,43.73,179301,3.59
2368,Peru,PER,1991,3.18,10.67,33847,0.94
2369,Denmark,DNK,1981,0.54,16.27,3023,0.06
2370,Oman,OMN,1990,1.18,7.54,12490,0.44
2371,United States,USA,2007,19.01,31.03,126589,0.48
2372,Spain,ESP,1997,9.7,20.99,29043,0.89
2373,Germany,GER,1992,10.91,30.66,37360,0.93
2374,Denmark,DNK,2016,8.93,38.08,151713,1.53
2375,Peru,PER,2001,17.3,27.29,39098,0.65
2376,Canada,CAN,1991,8.94,31.38,34204,1.03
2377,Egypt,EGY,1981,0.21,46.76,1962,0.08
2378,Russia,RUS,2016,16.51,14.95,145396,2.43
2379,United States,USA,1986,1.52,17.96,19544,0.13
2380,Denmark,DNK,2005,8.23,35.89,110597,0.58
2381,Brazil,BRA,2005,8.42,30.57,114455,0.48
2382,Turkey,TUR,2003,13.81,8.93,82683,1.51
2383,United Kingdom,UK,1991,5.17,18.81,42917,0.22
2384,United Kingdom,UK,1995,14.29,23.39,47953,1.29
2385,Spain,ESP,2002,4.7,20.97,55829,2.19
2386,Peru,PER,2019,38.08,8.91,140106,1.68
2387,United Kingdom,UK,1988,2.46,46.22,37065,0.41
2388,Oman,OMN,2011,24.66,38.12,82668,2.3
2389,Nigeria,NGR,1994,5.67,24.07,31606,1.32
2390,France,FRA,2016,8.24,34.0,91934,3.26
2391,Denmark,DNK,1992,10.47,44.86,32899,0.18
2392,United Kingdom,UK,1984,1.51,6.81,5176,0.1
2393,Russia,RUS,1990,6.93,12.52,29937,0.78
2394,Oman,OMN,1989,5.49,27.14,26795,0.65
2395,Denmark,DNK,1992,6.29,39.95,40245,0.26
2396,Spain,ESP,2020,21.85,1.81,98051,2.21
2397,Argentina,ARG,1994,10.63,49.2,48334,1.12
2398,Turkey,TUR,1986,1.07,22.75,27077,0.18
2399,United States,USA,2019,27.35,17.96,188053,3.45
2400,Spain,ESP,2007,24.47,14.64,90030,0.4
2401,Qatar,QAT,2011,4.71,8.72,36281,2.49
2402,Mexico,MEX,2014,7.7,39.58,165816,2.22
2403,Oman,OMN,1994,10.43,47.77,53528,0.54
2404,Argentina,ARG,2015,17.27,20.68,82034,2.62
2405,Spain,ESP,2000,9.26,47.62,31772,1.61
2406,France,FRA,1985,1.12,41.19,7868,0.47
2407,Denmark,DNK,1980,0.0,24.05,0,0.0
2408,United States,USA,1983,0.64,33.7,3546,0.22
2409,Russia,RUS,1990,5.29,21.75,46086,0.64
2410,Qatar,QAT,2005,19.68,27.94,79076,1.43
2411,Qatar,QAT,2016,11.97,2.9,136794,3.24
2412,France,FRA,2002,11.72,34.81,94873,0.23
2413,Qatar,QAT,2008,27.8,2.64,116652,0.99
2414,Peru,PER,2000,14.36,40.85,90608,1.17
2415,Mexico,MEX,2006,22.29,41.25,126594,0.68
2416,Germany,GER,2018,17.99,11.85,104738,3.48
2417,Japan,JPN,2019,30.85,16.18,187252,2.66
2418,Russia,RUS,1992,1.64,24.07,46717,0.64
2419,Egypt,EGY,2002,4.63,29.83,28218,1.83
2420,United States,USA,1995,4.24,14.37,55906,0.76
